Accident ID,Final_Category_Path,Cosine,Rank,Selected,Below_UNCAT_Threshold,Parent,Parent_Sim,Parent_Margin,Parent_LowConf
606,"causes > Process Upsets > Overheating > High temperature > Combustion flame or heat (gas flame welding, smoking)",0.5338250398635864,2,True,False,causes,0.563146710395813,0.06834578514099121,False
380,causes > Process Upsets > Flameout,0.5152387619018555,1,True,False,causes,0.5152387619018555,0.025080770254135132,False
380,"causes > Process Upsets > Overheating > Temporary (or permanent) energy source > Combustion flame or heat (gas flame welding, smoking)",0.5051292181015015,2,True,False,causes,0.5152387619018555,0.025080770254135132,False
860,consequences > Explosion > Chemical Explosion > Runaway reaction and explosion > Toxic release,0.6216458082199097,1,True,False,consequences,0.6216458082199097,0.021233081817626953,True
860,consequences > Explosion > Chemical Explosion > Gas explosion > Heat radiation,0.5822461843490601,2,True,False,consequences,0.6216458082199097,0.021233081817626953,True
979,hydrochloride,0.4708055853843689,1,True,False,hydrochloride,0.4708055853843689,0.005310386419296265,True
554,Incident Type > Fire > Fire extinguishers,0.5028218030929565,1,True,False,Incident Type,0.5028218030929565,0.03988328576087952,False
554,Incident Type > Fire > vapor substance fire,0.49598199129104614,2,True,False,Incident Type,0.5028218030929565,0.03988328576087952,False
725,oil-fired,0.5249841809272766,1,True,False,oil-fired,0.5249841809272766,0.009686887264251709,True
900,Incident Type > Explosion > Chemical Explosion,0.5132386088371277,1,True,False,Incident Type,0.5132386088371277,0.00949549674987793,True
900,Incident Type > Explosion > Gas explosion,0.5018508434295654,2,True,False,Incident Type,0.5132386088371277,0.00949549674987793,True
1009,Incident Type > Explosion > Vapor Cloud Explosion,0.5814419984817505,1,True,False,Incident Type,0.5814419984817505,0.05899780988693237,False
1009,Incident Type > Explosion > Aerosol explosion,0.570818305015564,2,True,False,Incident Type,0.5814419984817505,0.05899780988693237,False
1015,Incident Type > Explosion > Chemical Explosion,0.5520323514938354,1,True,False,Incident Type,0.5520323514938354,0.09048634767532349,False
1015,Incident Type > Explosion,0.4953289031982422,2,True,False,Incident Type,0.5520323514938354,0.09048634767532349,False
369,dye,0.5377373695373535,1,True,False,dye,0.5377373695373535,0.006340682506561279,True
422,Equipment > Static Equipment > Vessels > Storage Tanks > Tank failure,0.5239065289497375,1,True,False,Equipment,0.5239065289497375,0.05261760950088501,False
422,Equipment > Static Equipment > Piping > Flanges > Gasket failure,0.4181625545024872,2,True,False,Equipment,0.5239065289497375,0.05261760950088501,False
726,consequences > Fire > Gas > vapor substance fire > Toxic cloud,0.5766575336456299,1,True,False,consequences,0.5766575336456299,0.061713218688964844,False
726,consequences > Fire > Liquid substance fire > Toxic cloud,0.5754945278167725,2,True,False,consequences,0.5766575336456299,0.061713218688964844,False
647,equipment > Process Equipment > Separation Equipment > Solid-Gas Separation > Filter,0.4615405201911926,1,True,False,equipment,0.4615405201911926,0.0034395158290863037,True
647,equipment > Process Equipment > Separation Equipment > Solid-Gas Separation,0.45350196957588196,2,True,False,equipment,0.4615405201911926,0.0034395158290863037,True
1007,Incident Type > Explosion > Gas explosion,0.5351778268814087,1,True,False,Incident Type,0.5351778268814087,0.05608731508255005,False
1007,Incident Type > Explosion > Chemical Explosion,0.5332238078117371,2,True,False,Incident Type,0.5351778268814087,0.05608731508255005,False
1039,layers_of_protection > Mitigation > Community > Plant Emergency Response > Gas detection >  dispersion prediction,0.43346941471099854,1,True,False,layers_of_protection,0.43346941471099854,0.0024033784866333008,True
1039,layers_of_protection > Mitigation > Community > Plant Emergency Response,0.4041569232940674,2,True,False,layers_of_protection,0.43346941471099854,0.0024033784866333008,True
1207,Incident Type > Fire > fire-water,0.4810389280319214,1,True,False,Incident Type,0.4810389280319214,0.03169131278991699,False
1207,Incident Type > Fire > fire-fighting,0.46986839175224304,2,True,False,Incident Type,0.4810389280319214,0.03169131278991699,False
729,Incident Type > Explosion > Vapor Cloud Explosion,0.6771631836891174,1,True,False,Incident Type,0.6771631836891174,0.06862831115722656,False
